Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-04-24 16:40:35,"Pull",1h 4m,"Back Extension",4,10.0,12,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Side Bend Extension ",1,14.0,15,0,0,"",,
2024-04-24 16:40:35,"Pull",1h 4m,"Side Bend Extension ",2,14.0,15,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Side Bend Extension ",3,14.0,15,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Side Bend Extension ",4,14.0,15,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Lateral Raise (Dumbbell)",1,7.0,8,0,0,"",,
2024-04-24 16:40:35,"Pull",1h 4m,"Lateral Raise (Dumbbell)",2,7.0,8,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Lateral Raise (Dumbbell)",3,7.0,8,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Front Raise (Dumbbell)",1,7.0,8,0,0,"",,
2024-04-24 16:40:35,"Pull",1h 4m,"Front Raise (Dumbbell)",2,7.0,8,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Front Raise (Dumbbell)",3,7.0,8,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Reverse Fly (Machine)",1,36.5,11,0,0,"",,
2024-04-24 16:40:35,"Pull",1h 4m,"Reverse Fly (Machine)",2,42.5,15,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Reverse Fly (Machine)",3,45.5,12,0,0,,,
2024-04-24 16:40:35,"Pull",1h 4m,"Reverse Fly (Machine)",4,45.5,10,0,0,,,
